house	personality	herbology	quidditch rank
3	0	1.0	460.9334
2	2	1.0	278.9598
1	3	1.0	480.66238
3	2	1.0	496.38004
0	1	0.0	619.6302
2	2	0.0	348.1898
0	1	1.0	601.8432
2	1	1.0	345.26276
3	2	1.0	548.1997
3	3	1.0	530.377
1	3	1.0	465.8298
1	3	1.0	441.83554
1	3	1.0	460.16403
1	2	1.0	463.53415
1	2	1.0	454.14554
0	0	1.0	578.9063
2	1	1.0	324.37866
1	2	0.0	421.4672
1	3	1.0	436.23227
3	2	1.0	487.15485
2	1	1.0	224.11139
2	1	1.0	273.71518
1	2	1.0	474.49176
0	2	0.0	573.0575
0	0	0.0	616.939
2	1	1.0	272.50015
0	0	0.0	564.0604
2	1	0.0	302.58127
1	3	0.0	488.45926
3	0	1.0	449.93073
1	2	0.0	464.6377
2	0	1.0	318.49564
2	2	0.0	289.0664
1	3	1.0	479.4406
2	2	1.0	350.6253
2	2	0.0	251.82901
0	1	0.0	543.3012
3	2	0.0	470.66748
0	1	0.0	568.9397
0	2	0.0	567.97125
0	0	1.0	596.0887
3	2	1.0	543.0019
3	3	1.0	594.3789
2	0	1.0	217.49411
2	1	0.0	305.35312
3	1	1.0	569.9188
1	2	1.0	464.17358
3	1	1.0	579.1723
3	1	1.0	499.93015
0	1	0.0	576.6734
2	2	0.0	304.72562
0	0	0.0	577.4119
1	3	1.0	452.70932
0	1	1.0	598.8123
1	0	1.0	473.38333
0	2	1.0	582.2667
2	1	1.0	258.7856
1	2	1.0	478.13345
0	2	0.0	576.7216
0	0	1.0	563.30524
0	1	1.0	586.0331
0	0	0.0	615.15045
2	0	0.0	281.25958
2	1	1.0	310.9306
1	3	1.0	461.22495
0	2	0.0	618.04047
1	3	1.0	454.79532
3	2	1.0	469.0712
0	1	1.0	544.14594
2	1	1.0	228.86017
3	1	1.0	518.8876
2	0	1.0	296.017
2	1	1.0	367.51996
1	3	1.0	456.02554
1	0	1.0	455.8892
0	0	0.0	578.3019
1	2	1.0	448.02414
3	0	1.0	471.95682
0	1	0.0	557.08887
1	3	1.0	464.8105
1	2	1.0	458.45724
3	2	1.0	514.34393
1	3	1.0	464.70297
0	0	0.0	583.73474
1	3	1.0	500.18866
1	2	1.0	425.38004
1	3	1.0	460.70953
0	0	0.0	634.6616
0	1	0.0	611.71027
2	0	0.0	328.04865
3	3	1.0	473.48914
2	3	0.0	296.092
0	1	1.0	621.2265
2	0	0.0	288.73706
1	2	1.0	469.86047
3	2	1.0	513.3953
2	0	0.0	313.73874
3	2	1.0	533.06396
0	0	1.0	574.3339
3	3	1.0	466.94095
0	0	1.0	591.3473
2	0	0.0	318.74136
2	1	1.0	306.39694
0	3	0.0	539.7782
0	0	0.0	595.59625
0	0	0.0	568.1672
1	3	1.0	463.46613
2	2	1.0	268.2293
2	0	1.0	334.56863
2	1	0.0	265.70953
0	1	1.0	584.3192
1	3	1.0	422.3456
1	3	1.0	458.38858
1	3	1.0	434.23874
2	0	0.0	301.64517
3	2	1.0	444.0615
3	1	1.0	476.75476
0	1	1.0	567.2355
3	2	1.0	517.61566
2	1	1.0	300.00824
0	1	1.0	569.2275
3	1	1.0	452.22974
2	0	0.0	288.00583
3	2	1.0	532.1367
2	1	0.0	367.4625
0	1	0.0	597.7772
3	2	0.0	500.86136
1	2	1.0	441.6565
0	0	0.0	599.3462
0	1	1.0	567.4592
2	1	1.0	281.48578
3	0	1.0	502.78372
2	0	0.0	300.2152
1	0	0.0	455.92334
0	1	0.0	618.0831
3	2	0.0	480.72058
1	2	1.0	460.88437
1	0	1.0	434.73773
0	0	0.0	551.70184
3	0	1.0	388.26074
3	0	0.0	487.21832
2	1	1.0	318.13675
2	2	1.0	354.4809
0	1	0.0	545.3731
2	0	0.0	306.53265
3	0	1.0	486.70163
3	0	1.0	457.68533
2	1	1.0	354.93414
3	1	1.0	513.1607
1	2	1.0	472.07706
0	1	0.0	570.83734
0	1	0.0	556.582
3	0	1.0	513.0034
2	2	0.0	280.22244
1	2	1.0	447.58752
2	0	0.0	297.75
1	2	1.0	452.4893
2	0	1.0	257.07034
0	1	1.0	565.0138
1	2	1.0	411.67117
2	1	1.0	232.44458
2	1	1.0	283.44498
1	2	1.0	476.59457
2	1	0.0	375.9289
3	1	1.0	457.76495
2	0	1.0	338.13293
2	1	0.0	273.41675
2	0	1.0	323.35306
1	3	0.0	475.10812
3	2	1.0	497.02606
2	1	1.0	347.31155
0	2	0.0	572.233
0	1	0.0	531.33
2	2	0.0	300.1766
0	2	1.0	599.2782
1	3	1.0	486.3886
3	2	0.0	473.9522
1	3	1.0	466.2862
2	0	1.0	326.46066
0	1	0.0	582.17804
2	1	0.0	303.73346
3	1	0.0	473.4828
2	2	1.0	313.66885
0	0	0.0	593.692
3	1	1.0	526.79114
3	1	1.0	476.01486
3	0	1.0	499.97925
3	2	1.0	533.8544
2	0	1.0	240.86401
2	0	1.0	295.61957
1	2	1.0	507.04443
0	0	1.0	610.5921
3	2	1.0	440.69904
2	0	1.0	278.62128
0	1	0.0	609.03687
0	1	0.0	549.5342
1	0	1.0	459.68942
0	1	1.0	583.4223
3	3	1.0	495.072
0	2	0.0	603.8258
2	1	1.0	322.3901
0	0	1.0	557.71606
0	1	1.0	627.2667
1	0	0.0	458.34024
2	1	1.0	249.28972
2	0	1.0	240.74977
2	0	1.0	292.14627
1	3	1.0	449.59085
0	0	0.0	601.5756
0	1	1.0	603.3866
0	1	1.0	574.8073
2	1	0.0	320.48376
1	3	1.0	455.09534
0	1	0.0	611.86194
0	0	0.0	550.6302
3	3	1.0	613.0622
3	2	1.0	419.7101
2	0	1.0	341.79105
3	2	1.0	477.48154
3	1	0.0	477.58765
0	0	1.0	581.31415
3	3	1.0	501.25244
1	3	1.0	442.35425
3	2	1.0	496.2625
2	1	1.0	280.29492
2	1	0.0	303.46002
0	0	0.0	582.1448
2	3	1.0	327.6461
2	1	0.0	278.44556
0	0	1.0	567.8874
1	3	1.0	472.42258
0	1	0.0	585.2474
0	0	0.0	587.28864
3	1	1.0	428.1899
0	0	0.0	555.1387
1	2	1.0	389.79773
3	1	1.0	466.8342
1	3	1.0	461.65454
2	0	1.0	315.07242
2	1	1.0	312.6518
2	2	1.0	268.17145
2	1	1.0	329.89453
0	0	0.0	601.1531
0	2	0.0	576.84
0	1	0.0	601.2819
0	2	0.0	551.15735
2	1	1.0	312.26608
1	3	0.0	463.9307
3	2	1.0	575.83813
2	0	0.0	310.69308
1	3	1.0	451.25098
1	3	1.0	432.76364
1	3	1.0	433.31802
2	1	1.0	258.0679
3	0	1.0	545.7038
0	2	1.0	570.2396
0	0	1.0	639.2026
2	2	0.0	331.56244
0	0	0.0	594.55585
1	2	1.0	426.1188
3	2	1.0	557.7058
1	3	1.0	454.19638
2	0	0.0	261.1848
2	0	1.0	343.3184
0	0	1.0	583.27484
0	1	0.0	607.6665
0	3	0.0	550.1361
1	2	1.0	476.03992
3	2	1.0	547.67316
3	1	1.0	582.31195
0	2	1.0	593.07947
1	3	1.0	434.70706
2	0	1.0	303.20337
3	0	1.0	440.7154
0	0	0.0	571.5523
3	2	1.0	478.30502
1	1	1.0	451.6817
3	2	1.0	480.5779
0	2	0.0	566.5784
0	0	1.0	586.20105
1	3	0.0	498.95514
3	3	1.0	451.25793
1	3	1.0	442.19302
3	2	1.0	457.9416
0	1	0.0	610.4643
0	1	1.0	591.42944
3	2	1.0	513.6358
3	2	1.0	510.0954
3	2	1.0	536.57996
2	2	1.0	309.79776
1	2	1.0	487.61316
2	1	1.0	301.88885
2	2	1.0	278.84256
1	2	1.0	437.92108
3	2	0.0	524.2922
1	2	1.0	466.44724
0	0	0.0	574.1511
3	1	0.0	447.98514
3	2	1.0	579.94104
2	2	1.0	264.25323
0	2	0.0	581.6717
1	3	1.0	438.84506
3	2	1.0	502.75763
1	3	1.0	464.19492
3	2	1.0	552.28326
2	0	1.0	294.6062
1	0	1.0	466.8435
3	0	1.0	413.7516
0	0	1.0	559.5194
0	1	0.0	552.6962
1	1	1.0	470.39502
0	1	1.0	575.4277
0	1	0.0	557.1889
1	3	0.0	464.1306
3	3	1.0	456.43967
1	1	1.0	474.41943
0	1	0.0	565.04803
3	2	1.0	549.3983
0	2	0.0	592.146
2	1	1.0	260.3425
0	1	0.0	557.3363
0	3	0.0	579.1047
3	0	1.0	430.26727
0	1	0.0	526.0345
2	1	1.0	339.3729
0	1	1.0	575.4701
2	2	1.0	359.52783
1	2	0.0	436.5681
0	0	0.0	577.1212
1	2	1.0	495.30963
2	0	0.0	293.85394
1	2	0.0	487.85422
0	0	0.0	566.2661
3	1	0.0	472.19156
2	0	1.0	277.77362
1	3	1.0	466.7179
0	0	1.0	569.27264
2	1	0.0	301.60596
0	1	1.0	622.44525
3	2	0.0	477.38538
3	0	0.0	462.74475
2	1	1.0	263.3419
3	2	1.0	544.38617
1	2	0.0	479.62488
2	0	1.0	287.8993
3	0	1.0	496.92957
1	0	1.0	438.34232
3	2	1.0	426.4156
1	3	0.0	498.64313
0	1	0.0	580.314
3	2	0.0	503.24945
2	1	1.0	280.1256
2	3	1.0	279.76398
1	3	1.0	453.93805
1	3	1.0	435.70532
0	1	1.0	541.3248
1	2	1.0	494.09766
1	3	1.0	461.04572
2	2	1.0	285.16147
0	1	0.0	601.1006
0	0	0.0	586.5698
3	3	1.0	475.92114
2	2	1.0	185.30835
3	2	1.0	511.84793
2	0	0.0	339.42328
0	0	0.0	616.64813
2	1	1.0	270.80136
1	3	1.0	448.76135
3	1	1.0	432.47382
1	3	1.0	449.3358
0	1	0.0	641.0014
0	1	0.0	595.44666
0	0	0.0	613.33795
1	3	1.0	423.6656
0	0	0.0	629.61523
2	0	0.0	370.5114
3	0	1.0	513.4024
0	2	0.0	532.0469
1	3	1.0	436.8587
1	0	0.0	488.1572
2	0	0.0	398.82666
1	3	1.0	453.5722
0	0	1.0	556.6168
0	0	0.0	595.29095
2	1	1.0	346.32233
1	2	1.0	447.40387
0	0	0.0	554.33954
0	1	0.0	589.43207
1	2	1.0	456.0725
0	0	1.0	570.18463
1	3	1.0	463.18405
1	2	1.0	431.3662
1	3	1.0	425.37073
1	3	1.0	454.80402
1	3	1.0	480.44696
0	2	0.0	583.46436
1	3	1.0	475.3535
1	2	1.0	434.25784
0	1	0.0	617.6335
0	0	0.0	590.8963
2	0	1.0	407.26147
0	1	0.0	566.38586
3	2	0.0	621.98267
2	1	1.0	291.406
3	1	0.0	504.3577
3	0	0.0	483.834
0	1	1.0	526.0396
1	2	1.0	456.7207
2	0	0.0	293.64835
2	0	1.0	334.8618
2	1	0.0	309.57825
3	1	1.0	531.68146
2	1	1.0	248.2988
2	2	0.0	293.04678
1	0	1.0	478.60712
0	2	0.0	582.2368
3	2	0.0	539.2099
2	0	1.0	263.04428
1	3	1.0	466.74545
2	2	0.0	321.50656
3	0	1.0	474.6114
3	1	1.0	515.6198
1	2	1.0	419.977
0	2	1.0	561.1307
0	1	1.0	604.41797
1	3	1.0	498.8023
2	0	1.0	237.7264
3	3	1.0	452.22455
1	2	1.0	455.2598
1	2	1.0	478.8548
1	2	1.0	464.58868
3	2	1.0	442.16525
2	0	1.0	365.2304
0	1	1.0	585.08844
1	3	1.0	505.82794
3	2	1.0	439.9231
1	3	1.0	431.6125
3	0	1.0	519.2674
0	3	1.0	626.2301
0	1	1.0	582.43823
2	1	1.0	334.0988
2	1	0.0	240.58743
2	2	0.0	323.51776
1	3	1.0	472.37018
1	2	1.0	475.4703
2	1	0.0	270.41895
3	2	1.0	505.1496
0	0	1.0	575.35706
0	1	0.0	555.07544
3	2	1.0	508.56436
1	2	0.0	475.11484
1	3	1.0	456.65488
2	2	1.0	270.62277
0	0	0.0	588.32263
1	3	1.0	500.25052
3	2	1.0	460.6726
0	2	0.0	566.08234
1	2	1.0	433.7259
2	1	1.0	358.88504
2	1	1.0	246.93344
1	3	1.0	462.33856
0	1	0.0	579.9219
3	0	1.0	500.434
3	2	1.0	487.65933
1	3	0.0	474.6957
2	3	1.0	282.65457
1	3	1.0	436.1059
0	1	0.0	563.3477
3	0	0.0	520.41376
2	0	1.0	298.08383
2	0	1.0	329.99063
0	1	0.0	589.2291
1	2	1.0	441.31757
1	3	1.0	478.28412
2	1	1.0	340.54517
1	1	1.0	462.64276
3	3	1.0	455.5727
0	0	1.0	588.94965
2	0	1.0	298.34406
1	2	1.0	476.68362
1	2	1.0	439.5865
2	0	1.0	269.11783
2	0	1.0	316.1127
3	2	1.0	427.2529
1	3	1.0	465.94492
3	2	1.0	544.2859
2	2	1.0	291.51462
3	0	1.0	417.76907
2	1	1.0	317.0284
1	3	1.0	486.96835
3	0	1.0	473.67755
0	2	1.0	547.9239
0	1	1.0	560.0536
0	1	0.0	573.2795
1	2	1.0	489.90576
2	3	1.0	304.5443
2	1	1.0	312.86212
1	2	1.0	458.33633
2	1	1.0	276.11237
0	1	1.0	562.0517
0	0	0.0	582.662
3	0	1.0	426.83005
2	0	1.0	312.1204
2	1	0.0	344.12314
1	3	1.0	503.7704
0	1	1.0	605.179
0	0	1.0	542.54517
3	2	1.0	474.6069
2	1	1.0	304.51074
2	0	1.0	344.7895
0	2	1.0	575.2824
3	0	1.0	447.47598
1	3	1.0	459.32993
0	0	0.0	605.8406
1	3	1.0	447.13968
0	0	0.0	588.9325
0	0	0.0	598.03986
1	1	1.0	453.71497
0	3	1.0	553.02856
0	2	1.0	612.36237
2	0	1.0	280.83478
3	2	1.0	356.78864
0	2	0.0	546.17426
1	1	1.0	445.36945
0	1	1.0	570.5385
0	0	1.0	583.3683
1	3	1.0	439.54248
3	3	0.0	572.71045
1	2	1.0	450.5395
0	2	1.0	575.57605
0	2	0.0	609.904
0	0	1.0	579.11755
1	3	1.0	454.55374
3	2	1.0	475.33112
2	0	0.0	272.7348
2	1	1.0	331.10114
0	0	1.0	591.6786
2	0	1.0	307.34747
1	1	1.0	487.07202
2	0	1.0	323.883
2	1	1.0	288.90533
3	1	0.0	540.89984
3	1	1.0	506.3248
3	1	1.0	501.80072
3	3	1.0	544.04877
1	3	0.0	469.57025
0	0	1.0	600.4317
1	3	1.0	460.35733
3	0	1.0	419.0236
2	1	1.0	359.1778
2	0	0.0	356.5393
1	2	1.0	455.24136
1	3	1.0	470.5929
3	2	0.0	479.22205
1	3	1.0	456.7421
2	0	1.0	209.91995
3	3	0.0	440.53735
2	3	1.0	290.5627
1	3	1.0	472.16058
1	2	1.0	515.92786
1	3	1.0	484.4793
1	2	1.0	432.44766
0	3	1.0	544.2622
2	1	0.0	265.8156
0	0	1.0	547.0299
3	2	1.0	480.94315
1	3	1.0	421.9014
0	1	1.0	586.6508
0	0	0.0	533.0458
1	3	0.0	446.4979
2	1	0.0	273.7839
2	2	0.0	286.641
1	2	0.0	471.98294
1	1	1.0	463.28247
2	3	0.0	287.4395
2	2	1.0	260.80435
3	3	0.0	467.88702
2	0	1.0	322.16064
0	1	1.0	613.276
1	0	1.0	469.4057
0	0	0.0	602.5714
3	0	1.0	532.6817
0	0	1.0	609.5865
0	2	0.0	544.1018
1	3	1.0	489.29892
3	2	1.0	544.80176
0	1	0.0	587.3974
0	1	0.0	579.6576
3	2	0.0	574.00867
0	1	0.0	584.8499
0	0	0.0	538.92365
0	0	0.0	560.0646
0	1	0.0	608.3051
1	3	0.0	436.8196
0	2	0.0	562.8809
1	3	1.0	443.55447
2	2	1.0	274.03992
2	0	0.0	322.9303
1	3	1.0	473.57285
0	1	0.0	644.0185
2	1	1.0	381.1966
2	1	0.0	307.56992
0	0	1.0	591.5669
2	2	1.0	312.35004
2	1	1.0	292.12198
1	3	1.0	482.43158
0	0	1.0	606.6037
0	1	0.0	586.9804
1	2	1.0	439.06897
2	0	1.0	282.69745
1	2	1.0	438.98593
3	2	0.0	483.716
1	2	1.0	449.6607
0	0	1.0	601.5641
0	2	0.0	569.3803
1	3	0.0	420.3966
2	1	1.0	275.8206
0	2	0.0	579.8775
3	1	1.0	478.8576
1	2	1.0	442.72723
3	0	1.0	467.32367
2	0	0.0	277.33734
3	3	1.0	510.12415
2	1	1.0	272.37622
2	2	0.0	308.6256
0	2	1.0	587.4096
1	2	1.0	455.06024
1	3	0.0	447.4323
2	0	1.0	272.16003
3	2	0.0	503.59018
2	1	1.0	320.73715
2	1	1.0	310.5637
0	1	0.0	616.2248
1	2	1.0	440.47208
3	1	1.0	463.429
2	1	0.0	269.37402
2	2	1.0	248.90857
0	3	0.0	590.5437
0	1	1.0	545.2167
3	1	1.0	522.5108
2	2	0.0	340.3482
3	2	0.0	476.08264
1	0	1.0	440.02646
3	3	1.0	488.69785
2	1	0.0	339.8878
2	0	1.0	288.11008
3	3	1.0	501.60355
1	2	1.0	467.26447
1	2	1.0	466.48013
1	2	1.0	461.29556
1	3	1.0	453.82333
2	2	0.0	322.28433
0	0	0.0	563.8655
2	0	1.0	278.13995
3	2	1.0	445.77136
2	0	0.0	317.02264
1	2	1.0	466.5791
1	2	1.0	436.46088
3	1	0.0	510.68683
3	2	0.0	484.0622
0	2	1.0	591.9491
0	1	1.0	608.303
3	0	1.0	377.31097
1	2	1.0	456.90643
0	1	0.0	597.12006
1	2	1.0	428.08102
1	3	1.0	455.23233
1	2	1.0	455.92963
3	1	1.0	542.0429
3	1	1.0	494.08667
2	1	1.0	346.60718
2	0	1.0	308.13525
3	2	0.0	592.7698
3	2	1.0	464.20386
3	0	0.0	559.4521
2	0	1.0	339.33456
0	2	0.0	585.7875
1	3	1.0	448.21198
1	2	0.0	442.43802
0	1	0.0	588.9377
0	0	1.0	594.4449
3	2	1.0	563.1792
3	2	0.0	508.5374
3	3	1.0	495.95676
3	2	1.0	532.73645
0	0	0.0	572.6141
3	3	1.0	406.78723
1	2	1.0	473.30728
2	1	0.0	263.3828
3	2	1.0	534.56726
0	2	1.0	574.5258
2	0	1.0	242.8956
1	3	1.0	448.3031
2	1	0.0	208.09009
3	0	1.0	574.53864
1	0	1.0	448.73865
1	2	1.0	424.4154
3	3	1.0	519.6726
2	0	0.0	384.20728
1	3	0.0	461.1581
3	2	1.0	480.9714
3	1	0.0	473.5239
1	3	1.0	444.30154
0	2	0.0	628.62695
3	1	1.0	570.07983
2	0	0.0	338.61536
2	1	1.0	284.57626
0	2	0.0	615.7627
2	1	0.0	313.39673
3	1	1.0	490.94498
0	0	0.0	542.4021
3	2	0.0	512.63336
1	3	1.0	452.50726
1	2	0.0	451.12894
3	2	0.0	463.33575
3	0	0.0	476.89795
3	0	1.0	504.06174
2	2	0.0	355.0711
1	3	1.0	478.0885
1	2	1.0	501.9651
0	1	0.0	552.2507
0	0	0.0	615.8341
1	2	1.0	488.1482
0	0	0.0	577.98676
1	0	1.0	466.1231
3	2	1.0	506.0774
1	2	1.0	410.05835
0	1	1.0	577.6069
1	3	1.0	433.80435
0	2	0.0	562.57776
0	2	0.0	558.635
1	3	1.0	484.7403
2	1	0.0	289.95547
1	3	1.0	440.9268
3	1	1.0	479.61856
3	0	1.0	415.484
2	2	1.0	324.69458
0	0	0.0	560.2196
2	0	1.0	314.54895
3	0	0.0	516.8883
1	3	1.0	474.31433
2	1	0.0	267.08957
2	2	0.0	318.37704
1	2	1.0	436.5501
2	3	1.0	248.5394
1	3	1.0	423.63947
3	2	1.0	489.43378
2	0	1.0	324.13818
2	0	0.0	285.21323
2	1	1.0	316.39157
3	0	1.0	544.70544
1	2	0.0	471.95074
0	0	1.0	557.0537
1	2	1.0	442.39102
1	2	1.0	450.78433
3	2	1.0	511.96384
0	0	1.0	619.2569
0	3	0.0	575.27484
0	1	0.0	583.6323
3	2	1.0	593.1914
0	2	0.0	544.19165
3	2	1.0	518.8984
2	2	1.0	290.1866
3	3	1.0	517.9642
1	3	1.0	459.27988
3	1	0.0	473.59842
2	0	1.0	274.0304
2	3	0.0	322.42612
2	0	1.0	311.89355
2	2	1.0	303.692
2	0	1.0	278.17868
2	1	0.0	304.91336
0	0	0.0	577.1665
2	1	0.0	340.21472
1	3	1.0	489.06622
0	1	0.0	580.1343
2	0	1.0	295.77505
3	1	0.0	509.88983
0	0	0.0	588.09894
0	1	1.0	524.4538
2	0	1.0	264.77197
2	0	1.0	301.48584
2	1	1.0	307.6561
3	0	1.0	543.4713
3	2	1.0	520.8368
2	1	1.0	326.7725
0	0	0.0	583.8889
1	2	1.0	499.1264
2	1	0.0	302.29492
0	0	1.0	616.8243
3	1	1.0	438.53012
3	1	1.0	541.7298
3	1	0.0	408.8261
3	2	1.0	440.21164
2	0	1.0	312.54138
3	0	1.0	429.36823
2	1	1.0	271.9961
0	0	0.0	617.3656
2	1	1.0	315.36252
0	1	0.0	554.62646
2	1	0.0	343.47968
0	0	1.0	577.18353
3	3	1.0	426.93265
3	2	1.0	537.9967
2	2	1.0	270.92746
2	0	1.0	321.60294
0	1	0.0	601.22797
0	1	0.0	610.6965
2	0	0.0	266.99658
2	1	0.0	337.0311
2	1	1.0	308.6324
3	0	1.0	502.62656
3	0	0.0	471.57465
2	1	1.0	210.91483
2	0	1.0	332.30606
3	3	1.0	406.35532
3	2	0.0	528.8655
3	2	1.0	492.1792
2	1	1.0	362.32187
3	1	1.0	417.4132
1	2	1.0	479.9925
3	3	1.0	449.1731
1	3	0.0	429.4229
3	2	1.0	594.5
2	1	1.0	308.4094
1	2	1.0	453.53174
0	0	1.0	599.06226
0	0	0.0	592.92255
0	2	0.0	567.8765
0	1	1.0	552.16455
2	2	1.0	314.8341
1	3	1.0	468.74048
0	1	0.0	582.12866
3	0	0.0	507.04626
2	0	0.0	242.77266
2	1	1.0	241.87685
0	1	1.0	595.97705
3	0	1.0	533.0214
2	0	1.0	343.37805
3	2	1.0	563.8437
0	1	0.0	604.5971
1	3	1.0	437.85797
3	2	0.0	520.14453
1	3	1.0	467.1008
0	2	0.0	627.10986
0	0	1.0	552.80054
3	0	1.0	543.4633
0	0	0.0	531.20337
0	1	0.0	591.8651
1	3	1.0	466.73087
1	2	1.0	432.73965
2	1	1.0	308.09583
2	0	0.0	332.06488
0	0	0.0	580.2341
2	0	0.0	286.93686
2	0	0.0	237.02856
2	2	1.0	307.84167
0	2	1.0	576.19977
2	3	0.0	215.81285
2	1	1.0	321.9735
2	0	0.0	302.13297
2	1	0.0	211.45331
2	0	0.0	376.2054
0	0	0.0	601.67645
0	3	1.0	563.1826
0	0	1.0	541.29065
0	0	1.0	579.1858
1	2	0.0	457.444
0	0	0.0	561.7788
2	0	0.0	386.78314
0	0	0.0	592.88
2	3	1.0	277.56033
3	1	1.0	456.3881
2	1	1.0	299.33356
3	3	0.0	502.41632
1	3	1.0	472.8189
2	1	1.0	262.53394
3	3	1.0	472.61874
2	1	1.0	234.60199
0	2	0.0	618.0331
1	3	1.0	484.83426
2	0	0.0	240.99033
3	2	1.0	531.4505
1	2	1.0	457.29523
2	2	1.0	331.94025
1	2	1.0	442.67703
2	0	1.0	341.26526
3	1	1.0	448.9227
1	2	1.0	460.92474
0	0	1.0	555.55255
3	2	1.0	413.095
0	0	0.0	596.5815
2	0	0.0	266.48856
0	0	1.0	569.6723
3	2	0.0	537.6039
2	1	0.0	261.52463
1	3	1.0	465.55585
3	2	1.0	409.98767
0	0	0.0	590.9887
1	3	1.0	475.93863
2	1	1.0	261.70227
2	1	0.0	343.68762
0	1	1.0	580.3965
2	1	1.0	253.42503
2	1	1.0	347.7232
0	0	0.0	567.4234
2	1	0.0	361.25342
3	2	0.0	451.54636
3	0	1.0	397.22766
0	2	1.0	601.3763
1	3	1.0	440.03812
3	1	1.0	567.29504
0	2	0.0	554.89246
2	0	0.0	370.35352
1	3	1.0	454.46823
2	0	1.0	307.3674
1	3	1.0	488.5324
3	1	1.0	445.26346
2	1	0.0	245.42839
0	0	1.0	568.4117
1	2	1.0	405.16202
2	0	0.0	255.7567
2	1	1.0	318.45746
3	1	0.0	448.3927
0	2	0.0	572.21924
1	2	1.0	478.5454
0	0	0.0	578.4227
0	1	0.0	563.8122
1	3	1.0	480.39746
1	3	1.0	469.08
2	1	1.0	283.1081
2	1	0.0	360.57074
0	1	0.0	576.6456
0	0	0.0	600.829
0	0	1.0	593.8973
2	1	1.0	279.43604
1	3	1.0	445.344
2	0	1.0	311.83725
0	0	0.0	611.1505
3	2	1.0	523.5489
1	3	1.0	450.23492
2	0	0.0	305.7035
1	3	1.0	474.10718
0	0	1.0	601.55237
3	3	1.0	477.94916
1	3	1.0	440.29596
2	3	0.0	306.6661
1	2	1.0	489.27563
0	0	1.0	618.5121
3	2	1.0	412.51312
2	1	1.0	281.9308
0	1	0.0	555.2508
2	1	1.0	284.9579
2	1	0.0	300.96686
1	2	1.0	458.33713
1	1	1.0	463.5049
3	2	0.0	465.84778
2	1	1.0	253.36057
3	2	1.0	469.27417
1	2	1.0	443.87405
3	1	1.0	510.19092
2	1	0.0	301.7278
1	3	1.0	437.33334
3	3	1.0	576.93
3	2	1.0	557.52856
1	3	1.0	498.635
2	0	1.0	282.72742
3	2	1.0	497.2297
3	2	1.0	530.00806
2	2	1.0	317.88013
3	3	1.0	511.09146
3	0	1.0	528.09894
1	3	1.0	441.40042
1	3	1.0	464.17505
3	0	1.0	511.32028
2	2	1.0	294.0833
3	2	1.0	484.437
0	0	0.0	607.47394
0	2	1.0	624.80774
2	2	1.0	305.28497
0	0	0.0	573.56354
0	0	1.0	590.4255
1	3	1.0	461.87903
0	2	0.0	598.7842
0	1	1.0	589.43036
2	0	0.0	315.21484
0	0	0.0	594.9279
0	0	0.0	578.4275
1	3	1.0	449.57053
3	2	1.0	533.9943
3	1	1.0	414.75232
1	3	1.0	489.24786
3	2	0.0	424.6507
3	2	1.0	497.87668
2	1	0.0	305.12225
1	3	1.0	438.62152
2	0	0.0	304.2559
2	0	1.0	247.05098
0	0	0.0	576.14514
3	2	1.0	437.9994
2	2	1.0	313.3146
1	3	1.0	441.57382
2	1	1.0	291.19107
1	3	1.0	446.86176
3	2	1.0	551.2215
0	2	0.0	590.61993
2	1	1.0	269.31866
1	3	1.0	513.7845
0	2	0.0	555.91815
3	0	0.0	491.0731
3	3	1.0	478.41357
1	2	1.0	490.35107
3	2	1.0	479.85474
3	2	1.0	528.5762
1	3	1.0	441.46295
2	0	1.0	354.92215
0	1	0.0	608.54724
0	0	0.0	574.4865
3	2	1.0	511.87994
1	3	1.0	471.92413
1	3	1.0	471.83347
1	3	1.0	476.37076
1	3	1.0	466.43463
3	2	1.0	473.62866
3	2	1.0	540.8132
1	2	1.0	440.63885
1	3	1.0	474.5804
0	1	0.0	607.50543
1	3	1.0	474.57437
1	2	1.0	447.207
1	2	1.0	416.02103
3	2	1.0	447.33978
3	2	1.0	472.10028
3	0	0.0	530.7888
1	2	1.0	452.7999
3	0	1.0	523.58527
3	2	1.0	565.47705
3	0	1.0	504.79364
1	3	1.0	443.55695
1	2	1.0	454.22916
1	3	1.0	438.16498
2	0	0.0	275.66507
1	3	1.0	435.2329
2	0	0.0	303.989
1	2	1.0	478.31006
3	0	1.0	447.70303
3	2	1.0	421.43698
0	0	0.0	551.1909
2	0	1.0	299.4704
1	3	1.0	452.42062
2	0	0.0	321.2854
3	3	1.0	534.36847
2	2	1.0	340.80963
3	2	1.0	538.99554
2	0	1.0	306.59302
0	0	0.0	600.7718
0	0	0.0	571.04474
3	1	1.0	675.2742
1	1	1.0	449.24847
3	1	1.0	523.9181
2	2	1.0	279.61905
2	2	0.0	300.40643
3	2	0.0	461.63483
3	1	1.0	505.34293
3	3	1.0	540.9204
3	1	1.0	542.3001
0	1	0.0	570.04834
3	1	1.0	498.53107
2	0	1.0	308.18237
1	2	1.0	481.01855
1	2	1.0	478.9559
0	1	0.0	598.63654
2	0	0.0	284.83658
2	0	1.0	221.15378
3	1	1.0	539.54004
3	1	1.0	440.8286
1	3	1.0	463.64435
3	2	1.0	567.71326
